task_id,baseline_start,duration_hours,labor,material,equipment,energy,testing_inspection,project_management,facility,utilities,communication,training,quality_management,overtime,delay_penalty,inventory_holding,waiting_cost,idle_resource,revenue_delay,expediting,insurance,rework,warranty,litigation,regulatory_compliance,contingency_reserve,management_reserve,transportation,ordering,packaging,reverse_logistics,customs,supplier_coordination,opportunity_cost,capital_cost,financing_cost,npv_loss,esg_cost,carbon_tax,reputation_cost,task_name,total_cost
C2012-08_412,2014-02-15T06:00:00+00:00,80.0,12800.0,0.0,0.0,0.0,391.68,403.43,268.95,134.48,134.48,67.24,201.72,0.0,268.95,268.95,134.48,134.48,201.72,134.48,336.19,268.95,201.72,134.48,201.72,336.19,268.95,336.19,134.48,67.24,201.72,134.48,268.95,134.48,268.95,268.95,201.72,201.72,134.48,134.48,Reliability tests 7,19781.08
C2012-08_413,2014-02-20T06:00:00+00:00,80.0,12800.0,0.0,0.0,0.0,391.68,403.43,268.95,134.48,134.48,67.24,201.72,0.0,268.95,268.95,134.48,134.48,201.72,134.48,336.19,268.95,201.72,134.48,201.72,336.19,268.95,336.19,134.48,67.24,201.72,134.48,268.95,134.48,268.95,268.95,201.72,201.72,134.48,134.48,Reliability tests 8,19781.08
C2012-08_414,2014-02-25T06:00:00+00:00,80.0,12800.0,0.0,0.0,0.0,391.68,403.43,268.95,134.48,134.48,67.24,201.72,0.0,268.95,268.95,134.48,134.48,201.72,134.48,336.19,268.95,201.72,134.48,201.72,336.19,268.95,336.19,134.48,67.24,201.72,134.48,268.95,134.48,268.95,268.95,201.72,201.72,134.48,134.48,Reliability tests 9,19781.08
C2012-08_415,2014-03-02T06:00:00+00:00,80.0,12800.0,0.0,0.0,0.0,391.68,403.43,268.95,134.48,134.48,67.24,201.72,0.0,268.95,268.95,134.48,134.48,201.72,134.48,336.19,268.95,201.72,134.48,201.72,336.19,268.95,336.19,134.48,67.24,201.72,134.48,268.95,134.48,268.95,268.95,201.72,201.72,134.48,134.48,Reliability tests 10,19781.08
C2012-08_416,2014-03-07T06:00:00+00:00,80.0,12800.0,0.0,0.0,0.0,391.68,403.43,268.95,134.48,134.48,67.24,201.72,0.0,268.95,268.95,134.48,134.48,201.72,134.48,336.19,268.95,201.72,134.48,201.72,336.19,268.95,336.19,134.48,67.24,201.72,134.48,268.95,134.48,268.95,268.95,201.72,201.72,134.48,134.48,Reliability tests 11,19781.08
C2012-08_417,2014-03-12T06:00:00+00:00,80.0,12800.0,0.0,0.0,0.0,391.68,403.43,268.95,134.48,134.48,67.24,201.72,0.0,268.95,268.95,134.48,134.48,201.72,134.48,336.19,268.95,201.72,134.48,201.72,336.19,268.95,336.19,134.48,67.24,201.72,134.48,268.95,134.48,268.95,268.95,201.72,201.72,134.48,134.48,Reliability tests 12,19781.08
C2012-08_418,2014-03-17T06:00:00+00:00,80.0,12800.0,0.0,0.0,0.0,391.68,403.43,268.95,134.48,134.48,67.24,201.72,0.0,268.95,268.95,134.48,134.48,201.72,134.48,336.19,268.95,201.72,134.48,201.72,336.19,268.95,336.19,134.48,67.24,201.72,134.48,268.95,134.48,268.95,268.95,201.72,201.72,134.48,134.48,Reliability tests 13,19781.08
C2012-08_419,2014-03-22T06:00:00+00:00,80.0,12800.0,0.0,0.0,0.0,391.68,403.43,268.95,134.48,134.48,67.24,201.72,0.0,268.95,268.95,134.48,134.48,201.72,134.48,336.19,268.95,201.72,134.48,201.72,336.19,268.95,336.19,134.48,67.24,201.72,134.48,268.95,134.48,268.95,268.95,201.72,201.72,134.48,134.48,Reliability tests 14,19781.08
C2012-08_421,2014-04-01T06:00:00+00:00,80.0,12800.0,0.0,0.0,0.0,391.68,403.43,268.95,134.48,134.48,67.24,201.72,0.0,268.95,268.95,134.48,134.48,201.72,134.48,336.19,268.95,201.72,134.48,201.72,336.19,268.95,336.19,134.48,67.24,201.72,134.48,268.95,134.48,268.95,268.95,201.72,201.72,134.48,134.48,Reliability tests 15,19781.08
C2012-08_420,2014-03-27T06:00:00+00:00,80.0,12800.0,0.0,0.0,0.0,391.68,403.43,268.95,134.48,134.48,67.24,201.72,0.0,268.95,268.95,134.48,134.48,201.72,134.48,336.19,268.95,201.72,134.48,201.72,336.19,268.95,336.19,134.48,67.24,201.72,134.48,268.95,134.48,268.95,268.95,201.72,201.72,134.48,134.48,Reliability tests 16,19781.08
C2012-08_422,2014-04-06T06:00:00+00:00,80.0,12800.0,0.0,0.0,0.0,391.68,403.43,268.95,134.48,134.48,67.24,201.72,0.0,268.95,268.95,134.48,134.48,201.72,134.48,336.19,268.95,201.72,134.48,201.72,336.19,268.95,336.19,134.48,67.24,201.72,134.48,268.95,134.48,268.95,268.95,201.72,201.72,134.48,134.48,Reliability tests 17,19781.08
C2012-08_423,2014-04-11T06:00:00+00:00,80.0,12800.0,0.0,0.0,0.0,391.68,403.43,268.95,134.48,134.48,67.24,201.72,0.0,268.95,268.95,134.48,134.48,201.72,134.48,336.19,268.95,201.72,134.48,201.72,336.19,268.95,336.19,134.48,67.24,201.72,134.48,268.95,134.48,268.95,268.95,201.72,201.72,134.48,134.48,Reliability tests 18,19781.08
C2012-08_424,2014-04-23T07:00:00+00:00,80.0,12800.0,0.0,0.0,0.0,391.68,403.43,268.95,134.48,134.48,67.24,201.72,0.0,268.95,268.95,134.48,134.48,201.72,134.48,336.19,268.95,201.72,134.48,201.72,336.19,268.95,336.19,134.48,67.24,201.72,134.48,268.95,134.48,268.95,268.95,201.72,201.72,134.48,134.48,Reliability tests 19,19781.08
C2012-08_425,2014-04-28T07:00:00+00:00,80.0,12800.0,0.0,0.0,0.0,391.68,403.43,268.95,134.48,134.48,67.24,201.72,0.0,268.95,268.95,134.48,134.48,201.72,134.48,336.19,268.95,201.72,134.48,201.72,336.19,268.95,336.19,134.48,67.24,201.72,134.48,268.95,134.48,268.95,268.95,201.72,201.72,134.48,134.48,Reliability tests 20,19781.08
C2012-08_426,2014-05-03T07:00:00+00:00,80.0,12800.0,0.0,0.0,0.0,391.68,403.43,268.95,134.48,134.48,67.24,201.72,0.0,268.95,268.95,134.48,134.48,201.72,134.48,336.19,268.95,201.72,134.48,201.72,336.19,268.95,336.19,134.48,67.24,201.72,134.48,268.95,134.48,268.95,268.95,201.72,201.72,134.48,134.48,Reliability tests 21,19781.08
C2012-08_427,2014-05-08T07:00:00+00:00,80.0,12800.0,0.0,0.0,0.0,391.68,403.43,268.95,134.48,134.48,67.24,201.72,0.0,268.95,268.95,134.48,134.48,201.72,134.48,336.19,268.95,201.72,134.48,201.72,336.19,268.95,336.19,134.48,67.24,201.72,134.48,268.95,134.48,268.95,268.95,201.72,201.72,134.48,134.48,Reliability tests 22,19781.08
C2012-08_428,2014-05-13T07:00:00+00:00,80.0,12800.0,0.0,0.0,0.0,391.68,403.43,268.95,134.48,134.48,67.24,201.72,0.0,268.95,268.95,134.48,134.48,201.72,134.48,336.19,268.95,201.72,134.48,201.72,336.19,268.95,336.19,134.48,67.24,201.72,134.48,268.95,134.48,268.95,268.95,201.72,201.72,134.48,134.48,Reliability tests 23,19781.08
C2012-08_429,2014-04-18T07:00:00+00:00,80.0,12800.0,0.0,0.0,0.0,391.68,403.43,268.95,134.48,134.48,67.24,201.72,0.0,268.95,268.95,134.48,134.48,201.72,134.48,336.19,268.95,201.72,134.48,201.72,336.19,268.95,336.19,134.48,67.24,201.72,134.48,268.95,134.48,268.95,268.95,201.72,201.72,134.48,134.48,Reliability tests 24,19781.08
C2012-08_75,2013-02-04T06:00:00+00:00,640.0,0.0,176000.0,0.0,0.0,5385.6,5547.17,3698.11,1849.06,1849.06,924.53,2773.58,0.0,3698.11,3698.11,1849.06,1849.06,2773.58,1849.06,4622.64,3698.11,2773.58,1849.06,2773.58,4622.64,3698.11,4622.64,1849.06,924.53,2773.58,1849.06,3698.11,1849.06,3698.11,3698.11,2773.58,2773.58,1849.06,1849.06,Purchase of base materials,271989.35
C2012-08_76,2013-03-16T06:00:00+00:00,160.0,0.0,278000.0,0.0,0.0,8506.8,8762.0,5841.34,2920.67,2920.67,1460.33,4381.0,0.0,5841.34,5841.34,2920.67,2920.67,4381.0,2920.67,7301.67,5841.34,4381.0,2920.67,4381.0,7301.67,5841.34,7301.67,2920.67,1460.33,4381.0,2920.67,5841.34,2920.67,5841.34,5841.34,4381.0,4381.0,2920.67,2920.67,Construction of jacket foundation for OTS,429619.56
C2012-08_77,2013-05-31T06:00:00+00:00,32.0,12160.0,0.0,33600.0,8400.0,1675.2,1725.46,1150.3,575.15,575.15,287.58,862.73,0.0,1150.3,1150.3,575.15,575.15,862.73,575.15,1437.88,1150.3,862.73,575.15,862.73,1437.88,1150.3,1437.88,575.15,287.58,862.73,575.15,1150.3,575.15,1150.3,1150.3,862.73,862.73,575.15,575.15,Transport of jacket foundation to Ostend,84017.62
C2012-08_82,2013-06-02T06:00:00+00:00,16.0,16320.0,0.0,16800.0,4200.0,1144.8,1179.14,786.1,393.05,393.05,196.52,589.57,0.0,786.1,786.1,393.05,393.05,589.57,393.05,982.62,786.1,589.57,393.05,589.57,982.62,786.1,982.62,393.05,196.52,589.57,393.05,786.1,393.05,786.1,786.1,589.57,589.57,393.05,393.05,Transport of jacket foundation in sea,57724.18
C2012-08_81,2013-06-03T06:00:00+00:00,16.0,27840.0,0.0,57920.0,14480.0,3094.08,3186.9,2124.6,1062.3,1062.3,531.15,1593.45,0.0,2124.6,2124.6,1062.3,1062.3,1593.45,1062.3,2655.75,2124.6,1593.45,1062.3,1593.45,2655.75,2124.6,2655.75,1062.3,531.15,1593.45,1062.3,2124.6,1062.3,2124.6,2124.6,1593.45,1593.45,1062.3,1062.3,Installation of jacket foundation of OTS,155386.78
C2012-08_84,2013-02-04T06:00:00+00:00,2400.0,0.0,3045000.0,0.0,0.0,93177.0,95972.31,63981.54,31990.77,31990.77,15995.39,47986.15,0.0,63981.54,63981.54,31990.77,31990.77,47986.15,31990.77,79976.93,63981.54,47986.15,31990.77,47986.15,79976.93,63981.54,79976.93,31990.77,15995.39,47986.15,31990.77,63981.54,31990.77,63981.54,63981.54,47986.15,47986.15,31990.77,31990.77,Purchase of base materials,4705724.72
C2012-08_85,2013-04-05T06:00:00+00:00,480.0,0.0,696000.0,0.0,0.0,21297.6,21936.53,14624.35,7312.18,7312.18,3656.09,10968.26,0.0,14624.35,14624.35,7312.18,7312.18,10968.26,7312.18,18280.44,14624.35,10968.26,7312.18,10968.26,18280.44,14624.35,18280.44,7312.18,3656.09,10968.26,7312.18,14624.35,7312.18,14624.35,14624.35,10968.26,10968.26,7312.18,7312.18,Erection of 1st main deck section,1075594.23
C2012-08_86,2013-05-05T06:00:00+00:00,480.0,0.0,696000.0,0.0,0.0,21297.6,21936.53,14624.35,7312.18,7312.18,3656.09,10968.26,0.0,14624.35,14624.35,7312.18,7312.18,10968.26,7312.18,18280.44,14624.35,10968.26,7312.18,10968.26,18280.44,14624.35,18280.44,7312.18,3656.09,10968.26,7312.18,14624.35,7312.18,14624.35,14624.35,10968.26,10968.26,7312.18,7312.18,Erection of 2st main deck section,1075594.23
C2012-08_87,2013-06-04T06:00:00+00:00,256.0,0.0,654000.0,0.0,0.0,20012.4,20612.77,13741.85,6870.92,6870.92,3435.46,10306.39,0.0,13741.85,13741.85,6870.92,6870.92,10306.39,6870.92,17177.31,13741.85,10306.39,6870.92,10306.39,17177.31,13741.85,17177.31,6870.92,3435.46,10306.39,6870.92,13741.85,6870.92,13741.85,13741.85,10306.39,10306.39,6870.92,6870.92,Erection of mezzanine deck,1010687.67
C2012-08_88,2013-06-20T06:00:00+00:00,256.0,0.0,696000.0,0.0,0.0,21297.6,21936.53,14624.35,7312.18,7312.18,3656.09,10968.26,0.0,14624.35,14624.35,7312.18,7312.18,10968.26,7312.18,18280.44,14624.35,10968.26,7312.18,10968.26,18280.44,14624.35,18280.44,7312.18,3656.09,10968.26,7312.18,14624.35,7312.18,14624.35,14624.35,10968.26,10968.26,7312.18,7312.18,Construction of roof deck,1075594.23
C2012-08_89,2013-07-06T06:00:00+00:00,33.0,0.0,205000.0,0.0,0.0,6273.0,6461.19,4307.46,2153.73,2153.73,1076.87,3230.59,0.0,4307.46,4307.46,2153.73,2153.73,3230.59,2153.73,5384.32,4307.46,3230.59,2153.73,3230.59,5384.32,4307.46,5384.32,2153.73,1076.87,3230.59,2153.73,4307.46,2153.73,4307.46,4307.46,3230.59,3230.59,2153.73,2153.73,Internal finishings,316805.73
C2012-08_90,2013-07-08T07:00:00+00:00,960.0,0.0,864000.0,0.0,0.0,26438.4,27231.55,18154.37,9077.18,9077.18,4538.59,13615.78,0.0,18154.37,18154.37,9077.18,9077.18,13615.78,9077.18,22692.96,18154.37,13615.78,9077.18,13615.78,22692.96,18154.37,22692.96,9077.18,4538.59,13615.78,9077.18,18154.37,9077.18,18154.37,18154.37,13615.78,13615.78,9077.18,9077.18,Installation of transformer equipment,1335220.41
C2012-08_91,2013-09-06T07:00:00+00:00,160.0,0.0,123000.0,0.0,0.0,3763.8,3876.71,2584.48,1292.24,1292.24,646.12,1938.36,0.0,2584.48,2584.48,1292.24,1292.24,1938.36,1292.24,3230.59,2584.48,1938.36,1292.24,1938.36,3230.59,2584.48,3230.59,1292.24,646.12,1938.36,1292.24,2584.48,1292.24,2584.48,2584.48,1938.36,1938.36,1292.24,1292.24,Preparation for upcoming transport,190083.52
C2012-08_94,2013-09-16T07:00:00+00:00,16.0,6080.0,0.0,16800.0,4200.0,837.6,862.73,575.15,287.58,287.58,143.79,431.36,0.0,575.15,575.15,287.58,287.58,431.36,287.58,718.94,575.15,431.36,287.58,431.36,718.94,575.15,718.94,287.58,143.79,431.36,287.58,575.15,287.58,575.15,575.15,431.36,431.36,287.58,287.58,Transport of OTS,42008.83
C2012-08_95,2013-09-17T07:00:00+00:00,16.0,27840.0,0.0,57920.0,14480.0,3094.08,3186.9,2124.6,1062.3,1062.3,531.15,1593.45,0.0,2124.6,2124.6,1062.3,1062.3,1593.45,1062.3,2655.75,2124.6,1593.45,1062.3,1593.45,2655.75,2124.6,2655.75,1062.3,531.15,1593.45,1062.3,2124.6,1062.3,2124.6,2124.6,1593.45,1593.45,1062.3,1062.3,Installation of OTS foundation,155386.78
C2012-08_100,2013-09-18T07:00:00+00:00,32.0,28800.0,0.0,106240.0,26560.0,5007.36,5157.58,3438.39,1719.19,1719.19,859.6,2578.79,0.0,3438.39,3438.39,1719.19,1719.19,2578.79,1719.19,4297.98,3438.39,2578.79,1719.19,2578.79,4297.98,3438.39,4297.98,1719.19,859.6,2578.79,1719.19,3438.39,1719.19,3438.39,3438.39,2578.79,2578.79,1719.19,1719.19,Rock dumping as scour protection around the OTS foundation,250847.82
C2012-08_101,2013-09-20T07:00:00+00:00,192.0,172800.0,0.0,637440.0,159360.0,30044.16,30945.49,20630.32,10315.16,10315.16,5157.58,15472.74,0.0,20630.32,20630.32,10315.16,10315.16,15472.74,10315.16,25787.9,20630.32,15472.74,10315.16,15472.74,25787.9,20630.32,25787.9,10315.16,5157.58,15472.74,10315.16,20630.32,10315.16,20630.32,20630.32,15472.74,15472.74,10315.16,10315.16,GOSA mattresses installations above existing underground cables as protection,1505087.01
C2012-08_102,2013-10-02T07:00:00+00:00,32.0,23680.0,0.0,106240.0,26560.0,4853.76,4999.37,3332.91,1666.46,1666.46,833.23,2499.69,0.0,3332.91,3332.91,1666.46,1666.46,2499.69,1666.46,4166.14,3332.91,2499.69,1666.46,2499.69,4166.14,3332.91,4166.14,1666.46,833.23,2499.69,1666.46,3332.91,1666.46,3332.91,3332.91,2499.69,2499.69,1666.46,1666.46,Pre-grapnel run to remove obstacles from cable trajectories,242990.18
C2012-08_104,2013-02-04T06:00:00+00:00,1920.0,0.0,2205000.0,0.0,0.0,67473.0,69497.19,46331.46,23165.73,23165.73,11582.86,34748.6,0.0,46331.46,46331.46,23165.73,23165.73,34748.6,23165.73,57914.32,46331.46,34748.6,23165.73,34748.6,57914.32,46331.46,57914.32,23165.73,11582.86,34748.6,23165.73,46331.46,23165.73,46331.46,46331.46,34748.6,34748.6,23165.73,23165.73,Production in Karlskrona Sweden,3407593.78
C2012-08_105,2013-06-06T06:00:00+00:00,80.0,36800.0,127000.0,276000.0,69000.0,15678.0,16148.34,10765.56,5382.78,5382.78,2691.39,8074.17,0.0,10765.56,10765.56,5382.78,5382.78,8074.17,5382.78,13456.95,10765.56,8074.17,5382.78,8074.17,13456.95,10765.56,13456.95,5382.78,2691.39,8074.17,5382.78,10765.56,5382.78,10765.56,10765.56,8074.17,8074.17,5382.78,5382.78,Transport,788234.22
C2012-08_106,2013-06-11T06:00:00+00:00,16.0,20160.0,0.0,53120.0,13280.0,2676.48,2756.77,1837.85,918.92,918.92,459.46,1378.39,0.0,1837.85,1837.85,918.92,918.92,1378.39,918.92,2297.31,1837.85,1378.39,918.92,1378.39,2297.31,1837.85,2297.31,918.92,459.46,1378.39,918.92,1837.85,918.92,1837.85,1837.85,1378.39,1378.39,918.92,918.92,Pre-grapnel runs to remove obstacles,134263.75
C2012-08_107,2013-06-12T06:00:00+00:00,16.0,20480.0,37600.0,0.0,0.0,1777.25,1830.57,1220.38,610.19,610.19,305.09,915.28,0.0,1220.38,1220.38,610.19,610.19,915.28,610.19,1525.47,1220.38,915.28,610.19,915.28,1525.47,1220.38,1525.47,610.19,305.09,915.28,610.19,1220.38,610.19,1220.38,1220.38,915.28,915.28,610.19,610.19,Wet trials,89756.5
C2012-08_108,2013-10-31T06:00:00+00:00,768.0,721920.0,0.0,2496000.0,624000.0,119001.6,122571.65,81714.43,40857.22,40857.22,20428.61,61285.82,0.0,81714.43,81714.43,40857.22,40857.22,61285.82,40857.22,102143.04,81714.43,61285.82,40857.22,61285.82,102143.04,81714.43,102143.04,40857.22,20428.61,61285.82,40857.22,81714.43,40857.22,81714.43,81714.43,61285.82,61285.82,40857.22,40857.22,Cable laying works,5962925.19
C2012-08_109,2013-11-05T06:00:00+00:00,768.0,1228800.0,0.0,0.0,0.0,37601.28,38729.32,25819.55,12909.77,12909.77,6454.89,19364.66,0.0,25819.55,25819.55,12909.77,12909.77,19364.66,12909.77,32274.43,25819.55,19364.66,12909.77,19364.66,32274.43,25819.55,32274.43,12909.77,6454.89,19364.66,12909.77,25819.55,12909.77,25819.55,25819.55,19364.66,19364.66,12909.77,12909.77,Final hang off of the cables in the WTG foundations,1898980.16
C2012-08_110,2013-12-23T06:00:00+00:00,160.0,252800.0,0.0,520000.0,130000.0,27864.0,28699.92,19133.28,9566.64,9566.64,4783.32,14349.96,0.0,19133.28,19133.28,9566.64,9566.64,14349.96,9566.64,23916.6,19133.28,14349.96,9566.64,14349.96,23916.6,19133.28,23916.6,9566.64,4783.32,14349.96,9566.64,19133.28,9566.64,19133.28,19133.28,14349.96,14349.96,9566.64,9566.64,Burial of cables,1399429.36
C2012-08_111,2014-01-02T06:00:00+00:00,32.0,20480.0,0.0,0.0,0.0,626.69,645.49,430.33,215.16,215.16,107.58,322.74,0.0,430.33,430.33,215.16,215.16,322.74,215.16,537.91,430.33,322.74,215.16,322.74,537.91,430.33,537.91,215.16,107.58,322.74,215.16,430.33,215.16,430.33,430.33,322.74,322.74,215.16,215.16,Survey of burial depths,31649.65
C2012-08_112,2014-01-04T06:00:00+00:00,64.0,101120.0,0.0,208000.0,52000.0,11145.6,11479.97,7653.31,3826.66,3826.66,1913.33,5739.98,0.0,7653.31,7653.31,3826.66,3826.66,5739.98,3826.66,9566.64,7653.31,5739.98,3826.66,5739.98,9566.64,7653.31,9566.64,3826.66,1913.33,5739.98,3826.66,7653.31,3826.66,7653.31,7653.31,5739.98,5739.98,3826.66,3826.66,Second remedial burial pass if necessary,559771.75
C2012-08_126,2013-02-04T06:00:00+00:00,32.0,23680.0,0.0,106240.0,26560.0,4853.76,4999.37,3332.91,1666.46,1666.46,833.23,2499.69,0.0,3332.91,3332.91,1666.46,1666.46,2499.69,1666.46,4166.14,3332.91,2499.69,1666.46,2499.69,4166.14,3332.91,4166.14,1666.46,833.23,2499.69,1666.46,3332.91,1666.46,3332.91,3332.91,2499.69,2499.69,1666.46,1666.46,Pre-lay grapnel run on trajectory,242990.18
C2012-08_128,2013-02-09T06:00:00+00:00,1120.0,0.0,1470000.0,0.0,0.0,44982.0,46331.46,30887.64,15443.82,15443.82,7721.91,23165.73,0.0,30887.64,30887.64,15443.82,15443.82,23165.73,15443.82,38609.55,30887.64,23165.73,15443.82,23165.73,38609.55,30887.64,38609.55,15443.82,7721.91,23165.73,15443.82,30887.64,15443.82,30887.64,30887.64,23165.73,23165.73,15443.82,15443.82,Purchase of raw materials,2271729.18
C2012-08_129,2013-03-31T06:00:00+00:00,640.0,0.0,625600.0,0.0,0.0,19143.36,19717.66,13145.11,6572.55,6572.55,3286.28,9858.83,0.0,13145.11,13145.11,6572.55,6572.55,9858.83,6572.55,16431.38,13145.11,9858.83,6572.55,9858.83,16431.38,13145.11,16431.38,6572.55,3286.28,9858.83,6572.55,13145.11,6572.55,13145.11,13145.11,9858.83,9858.83,6572.55,6572.55,Manufacturing in Karlskrona Sweden,966798.46
C2012-08_130,2013-05-05T06:00:00+00:00,80.0,24000.0,16570.0,260000.0,65000.0,11357.1,11697.81,7798.54,3899.27,3899.27,1949.63,5848.91,0.0,7798.54,7798.54,3899.27,3899.27,5848.91,3899.27,9748.18,7798.54,5848.91,3899.27,5848.91,9748.18,7798.54,9748.18,3899.27,1949.63,5848.91,3899.27,7798.54,3899.27,7798.54,7798.54,5848.91,5848.91,3899.27,3899.27,Mobilisation of Stemat Spirit,567991.37
C2012-08_131,2013-05-10T06:00:00+00:00,64.0,19200.0,15460.0,233600.0,58400.0,10150.2,10454.71,6969.8,3484.9,3484.9,1742.45,5227.35,0.0,6969.8,6969.8,3484.9,3484.9,5227.35,3484.9,8712.25,6969.8,5227.35,3484.9,5227.35,8712.25,6969.8,8712.25,3484.9,1742.45,5227.35,3484.9,6969.8,3484.9,6969.8,6969.8,5227.35,5227.35,3484.9,3484.9,Transport Sweden-Ostend,507570.31
C2012-08_133,2013-05-04T06:00:00+00:00,80.0,113600.0,112000.0,256000.0,64000.0,16752.0,17254.56,11503.04,5751.52,5751.52,2875.76,8627.28,0.0,11503.04,11503.04,5751.52,5751.52,8627.28,5751.52,14378.8,11503.04,8627.28,5751.52,8627.28,14378.8,11503.04,14378.8,5751.52,2875.76,8627.28,5751.52,11503.04,5751.52,11503.04,11503.04,8627.28,8627.28,5751.52,5751.52,Dredging to widen shipping lane Vaargeul1,844176.48
C2012-08_134,2013-05-09T06:00:00+00:00,80.0,113600.0,219000.0,256000.0,64000.0,19962.0,20560.86,13707.24,6853.62,6853.62,3426.81,10280.43,0.0,13707.24,13707.24,6853.62,6853.62,10280.43,6853.62,17134.05,13707.24,10280.43,6853.62,10280.43,17134.05,13707.24,17134.05,6853.62,3426.81,10280.43,6853.62,13707.24,6853.62,13707.24,13707.24,10280.43,10280.43,6853.62,6853.62,Prepare trench where export cable B (150kV) is crossing Vaargeul1,1008389.38
C2012-08_136,2013-02-18T06:00:00+00:00,960.0,0.0,103570.0,0.0,0.0,3169.24,3264.32,2176.21,1088.11,1088.11,544.05,1632.16,0.0,2176.21,2176.21,1088.11,1088.11,1632.16,1088.11,2720.27,2176.21,1632.16,1088.11,1632.16,2720.27,2176.21,2720.27,1088.11,544.05,1632.16,1088.11,2176.21,1088.11,2176.21,2176.21,1632.16,1632.16,1088.11,1088.11,Delivery of pipes to be drilled,160056.48
C2012-08_193,2013-04-19T06:00:00+00:00,80.0,89600.0,138000.0,16000.0,4000.0,7452.0,7675.56,5117.04,2558.52,2558.52,1279.26,3837.78,0.0,5117.04,5117.04,2558.52,2558.52,3837.78,2558.52,6396.3,5117.04,3837.78,2558.52,3837.78,6396.3,5117.04,6396.3,2558.52,1279.26,3837.78,2558.52,5117.04,2558.52,5117.04,5117.04,3837.78,3837.78,2558.52,2558.52,Welding pipes together,380419.48
C2012-08_137,2013-04-09T06:00:00+00:00,240.0,307200.0,223000.0,576000.0,144000.0,38370.0,39521.1,26347.4,13173.7,13173.7,6586.85,19760.55,0.0,26347.4,26347.4,13173.7,13173.7,19760.55,13173.7,32934.25,26347.4,19760.55,13173.7,19760.55,32934.25,26347.4,32934.25,13173.7,6586.85,19760.55,13173.7,26347.4,13173.7,26347.4,26347.4,19760.55,19760.55,13173.7,13173.7,Directional drillings on land,1934081.3
C2012-08_138,2013-04-24T06:00:00+00:00,48.0,57600.0,0.0,62400.0,15600.0,4161.6,4286.45,2857.63,1428.82,1428.82,714.41,2143.22,0.0,2857.63,2857.63,1428.82,1428.82,2143.22,1428.82,3572.04,2857.63,2143.22,1428.82,2143.22,3572.04,2857.63,3572.04,1428.82,714.41,2143.22,1428.82,2857.63,1428.82,2857.63,2857.63,2143.22,2143.22,1428.82,1428.82,Pulling welded pipe in through drilling hole,209773.59
C2012-08_139,2013-04-27T06:00:00+00:00,32.0,25600.0,12500.0,0.0,0.0,1165.86,1200.84,800.56,400.28,400.28,200.14,600.42,0.0,800.56,800.56,400.28,400.28,600.42,400.28,1000.7,800.56,600.42,400.28,600.42,1000.7,800.56,1000.7,400.28,200.14,600.42,400.28,800.56,400.28,800.56,800.56,600.42,600.42,400.28,400.28,Factory Acceptance Tests on land cables,58879.58
C2012-08_140,2013-05-12T06:00:00+00:00,80.0,92800.0,18200.0,120000.0,30000.0,8010.0,8250.3,5500.2,2750.1,2750.1,1375.05,4125.15,0.0,5500.2,5500.2,2750.1,2750.1,4125.15,2750.1,6875.25,5500.2,4125.15,2750.1,4125.15,6875.25,5500.2,6875.25,2750.1,1375.05,4125.15,2750.1,5500.2,2750.1,5500.2,5500.2,4125.15,4125.15,2750.1,2750.1,Cable laying onshore between export cable landing and Elia sub-station,403764.9
C2012-08_141,2013-05-17T06:00:00+00:00,32.0,25600.0,54600.0,0.0,0.0,2454.12,2527.74,1685.16,842.58,842.58,421.29,1263.87,0.0,1685.16,1685.16,842.58,842.58,1263.87,842.58,2106.45,1685.16,1263.87,842.58,1263.87,2106.45,1685.16,2106.45,842.58,421.29,1263.87,842.58,1685.16,842.58,1685.16,1685.16,1263.87,1263.87,842.58,842.58,Connection of the cables into Elia sub-station,123940.54
C2012-08_194,2013-05-19T06:00:00+00:00,16.0,12800.0,54600.0,0.0,0.0,2062.44,2124.31,1416.21,708.1,708.1,354.05,1062.16,0.0,1416.21,1416.21,708.1,708.1,1062.16,708.1,1770.26,1416.21,1062.16,708.1,1062.16,1770.26,1416.21,1770.26,708.1,354.05,1062.16,708.1,1416.21,708.1,1416.21,1416.21,1062.16,1062.16,708.1,708.1,Electrical commissioning tests on the onshore cable connections,104159.53
C2012-08_149,2013-05-14T06:00:00+00:00,160.0,220800.0,0.0,512000.0,128000.0,26592.0,27389.76,18259.84,9129.92,9129.92,4564.96,13694.88,0.0,18259.84,18259.84,9129.92,9129.92,13694.88,9129.92,22824.8,18259.84,13694.88,9129.92,13694.88,22824.8,18259.84,22824.8,9129.92,4564.96,13694.88,9129.92,18259.84,9129.92,18259.84,18259.84,13694.88,13694.88,9129.92,9129.92,Export cable laying on sea bed between coast and OTS,1334758.08
C2012-08_150,2013-05-24T06:00:00+00:00,16.0,16000.0,0.0,20800.0,5200.0,1291.2,1329.94,886.62,443.31,443.31,221.66,664.97,0.0,886.62,886.62,443.31,443.31,664.97,443.31,1108.28,886.62,664.97,443.31,664.97,1108.28,886.62,1108.28,443.31,221.66,664.97,443.31,886.62,443.31,886.62,886.62,664.97,664.97,443.31,443.31,Landfall cable pull,65013.46
